"","ant.Sep.Eri.P","ant.Oct.Eri.P","ant.Nov.Eri.P","for.Dec.Eri.P","for.Jan.Eri.P","for.Feb.Eri.P","for.Mar.Eri.P","for.Apr.Eri.P","for.May.Eri.P","for.Jun.Eri.P","for.Jul.Eri.P","for.Aug.Eri.P","for.Sep.Eri.P","for.Oct.Eri.P","for.Nov.Eri.P","ant.Sep.Eri.E","ant.Oct.Eri.E","ant.Nov.Eri.E","for.Dec.Eri.E","for.Jan.Eri.E","for.Feb.Eri.E","for.Mar.Eri.E","for.Apr.Eri.E","for.May.Eri.E","for.Jun.Eri.E","for.Jul.Eri.E","for.Aug.Eri.E","for.Sep.Eri.E","for.Oct.Eri.E","for.Nov.Eri.E","ant.Sep.Eri.R","ant.Oct.Eri.R","ant.Nov.Eri.R","for.Dec.Eri.R","for.Jan.Eri.R","for.Feb.Eri.R","for.Mar.Eri.R","for.Apr.Eri.R","for.May.Eri.R","for.Jun.Eri.R","for.Jul.Eri.R","for.Aug.Eri.R","for.Sep.Eri.R","for.Oct.Eri.R","for.Nov.Eri.R","ant.Sep.Ont.P","ant.Oct.Ont.P","ant.Nov.Ont.P","for.Dec.Ont.P","for.Jan.Ont.P","for.Feb.Ont.P","for.Mar.Ont.P","for.Apr.Ont.P","for.May.Ont.P","for.Jun.Ont.P","for.Jul.Ont.P","for.Aug.Ont.P","for.Sep.Ont.P","for.Oct.Ont.P","for.Nov.Ont.P","ant.Sep.Ont.E","ant.Oct.Ont.E","ant.Nov.Ont.E","for.Dec.Ont.E","for.Jan.Ont.E","for.Feb.Ont.E","for.Mar.Ont.E","for.Apr.Ont.E","for.May.Ont.E","for.Jun.Ont.E","for.Jul.Ont.E","for.Aug.Ont.E","for.Sep.Ont.E","for.Oct.Ont.E","for.Nov.Ont.E","ant.Sep.Ont.R","ant.Oct.Ont.R","ant.Nov.Ont.R","for.Dec.Ont.R","for.Jan.Ont.R","for.Feb.Ont.R","for.Mar.Ont.R","for.Apr.Ont.R","for.May.Ont.R","for.Jun.Ont.R","for.Jul.Ont.R","for.Aug.Ont.R","for.Sep.Ont.R","for.Oct.Ont.R","for.Nov.Ont.R","ant.Sep.MiH.P","ant.Oct.MiH.P","ant.Nov.MiH.P","for.Dec.MiH.P","for.Jan.MiH.P","for.Feb.MiH.P","for.Mar.MiH.P","for.Apr.MiH.P","for.May.MiH.P","for.Jun.MiH.P","for.Jul.MiH.P","for.Aug.MiH.P","for.Sep.MiH.P","for.Oct.MiH.P","for.Nov.MiH.P","ant.Sep.MiH.E","ant.Oct.MiH.E","ant.Nov.MiH.E","for.Dec.MiH.E","for.Jan.MiH.E","for.Feb.MiH.E","for.Mar.MiH.E","for.Apr.MiH.E","for.May.MiH.E","for.Jun.MiH.E","for.Jul.MiH.E","for.Aug.MiH.E","for.Sep.MiH.E","for.Oct.MiH.E","for.Nov.MiH.E","ant.Sep.MiH.R","ant.Oct.MiH.R","ant.Nov.MiH.R","for.Dec.MiH.R","for.Jan.MiH.R","for.Feb.MiH.R","for.Mar.MiH.R","for.Apr.MiH.R","for.May.MiH.R","for.Jun.MiH.R","for.Jul.MiH.R","for.Aug.MiH.R","for.Sep.MiH.R","for.Oct.MiH.R","for.Nov.MiH.R","ant.Sep.Sup.P","ant.Oct.Sup.P","ant.Nov.Sup.P","for.Dec.Sup.P","for.Jan.Sup.P","for.Feb.Sup.P","for.Mar.Sup.P","for.Apr.Sup.P","for.May.Sup.P","for.Jun.Sup.P","for.Jul.Sup.P","for.Aug.Sup.P","for.Sep.Sup.P","for.Oct.Sup.P","for.Nov.Sup.P","ant.Sep.Sup.E","ant.Oct.Sup.E","ant.Nov.Sup.E","for.Dec.Sup.E","for.Jan.Sup.E","for.Feb.Sup.E","for.Mar.Sup.E","for.Apr.Sup.E","for.May.Sup.E","for.Jun.Sup.E","for.Jul.Sup.E","for.Aug.Sup.E","for.Sep.Sup.E","for.Oct.Sup.E","for.Nov.Sup.E","ant.Sep.Sup.R","ant.Oct.Sup.R","ant.Nov.Sup.R","for.Dec.Sup.R","for.Jan.Sup.R","for.Feb.Sup.R","for.Mar.Sup.R","for.Apr.Sup.R","for.May.Sup.R","for.Jun.Sup.R","for.Jul.Sup.R","for.Aug.Sup.R","for.Sep.Sup.R","for.Oct.Sup.R","for.Nov.Sup.R"
"37",72.2,73.57,58.94,69.98,45.29,58.26,44.17,49.92,34,22.61,71.73,81.58,58.06,87.92,82.55,124.232743,199.803042,120.469974,89.714956,42.680908,24.253953,19.903127,4.138901,12.010127,53.008375,55.227062,131.432247,154.404631,219.51862,114.01326,14.8,20.29,20.98,100.43,49.69,69.33,95.09,63.76,19.9,7.56,9.09,7.02,7.75,52.48,81.82,110.22,61.9,98.2,55.9,38.14,84.28,41.95,61.8,45.57,36.6,80.9,71.48,57.13,104.03,69.1,58.597,89.891,88.018,100,119.75,64.987,45.304,9.2765,1.2411,26.559,22.921,78.431,80.128,106.13,62.03,61.2,67.9,103.3,188.1,115.9,122.3,168.5,200.2,123.3,46.2,41.7,36.5,38.9,78.5,154.1,91.87,74.16,75.29,77.03,56.91,49.13,51.45,66.08,28.85,21.78,56.12,85.58,89.94,116.46,124.98,56.987,114.09,98.369,98.859,87.665,50.392,43.89,10.329,2.5754,2.5096,13.446,49.041,72.416,122.86,92.457,24.3,27.1,40.1,70.1,52.5,50.4,66.1,131.1,67.1,27.3,22.4,23,28,47.8,102,62.33,60.94,53.23,51.55,65.76,37.58,54.73,22.4,48.58,43.69,47.38,181.59,82.59,78.94,124.01,62.125738,111.408721,103.745716,106.679687,125.475702,77.447684,47.816482,16.831483,4.906214,-3.809559,-2.973184,11.625384,42.850124,87.946247,78.161695,14.86,21.54,21.86,22.15,13.5,9.45,15.02,73.99,73.24,35.63,21.14,30.28,25.98,29.55,54.07
"38",58.06,87.92,82.55,50.65,47.84,27.41,54.15,62.6,135.41,130.72,71.19,51.86,74.95,57.11,74.3,154.404631,219.51862,114.01326,92.222536,33.679401,36.378634,18.723534,5.083215,2.650662,21.689275,63.558179,111.378254,158.574345,159.115099,171.038315,7.75,52.48,81.82,42.99,81.56,39.46,74.95,97.86,89.69,75.24,19.47,6.38,13.28,16.97,46.59,57.13,104.03,69.1,42.85,38.59,43.02,65.7,45.54,116.8,119.22,27.74,63.5,74.52,85.44,106.31,80.128,106.13,62.03,125.7,88.944,63.874,42.284,12.308,-0.14323,3.4199,38.148,67.761,86.182,78.399,113.92,38.9,78.5,154.1,91,83,70.3,147,242.1,216.3,138.4,53.3,39.5,57.2,80.4,164.5,89.94,116.46,124.98,58.01,40.94,36.15,70.5,33.01,82.64,78.54,33.12,60.17,49.37,59.91,82.4,72.416,122.86,92.457,129.75,75.362,66.275,32.179,8.5886,1.4717,-3.9176,4.5865,38.135,78.225,71.045,128.54,28,47.8,102,67.2,54.1,36.2,70.6,110.8,74.4,80.7,33.9,23.8,22.7,24.2,40,82.59,78.94,124.01,65.73,60.73,46.34,39.57,43.78,75.65,102.61,35.56,80.31,47.14,55.79,55.06,42.850124,87.946247,78.161695,129.405831,86.672155,70.648326,41.171832,10.142431,-2.208043,-4.372065,-3.910577,5.738539,56.887308,58.82091,141.649359,25.98,29.55,54.07,30.89,19.86,14.95,19.77,76.04,110.32,66.44,33.85,23.26,21.46,17.76,20.78
"39",74.95,57.11,74.3,44.38,65.18,122.63,47.31,65.75,109.79,86.28,89.36,103.84,113.14,103.7,55.64,158.574345,159.115099,171.038315,82.004618,19.164842,14.1141,17.958744,5.742843,21.708317,31.601619,69.736114,96.528397,171.410317,171.949417,124.622382,13.28,16.97,46.59,13.38,109.29,176.66,97.94,97.43,104.14,29.92,41.53,32.45,42.34,65.68,31.68,74.52,85.44,106.31,48.71,60.54,89.6,49.22,95.67,120.84,74.36,67.27,69.64,54.96,112.54,53.66,86.182,78.399,113.92,154.23,39.623,53.826,39.587,10.819,1.663,5.3831,25.474,58.369,92.912,72.582,89.679,57.2,80.4,164.5,90.1,170.4,234.1,278.3,278.4,231.8,97.2,55.3,44.8,34.4,146.3,140.4,49.37,59.91,82.4,54.23,62.48,47.07,61.33,41.48,105.04,120.99,63.75,69.57,95.52,107.26,98.76,78.225,71.045,128.54,128.53,41.222,37.672,28.175,12.92,-0.59008,-4.0261,-0.78209,16.641,62.771,85.887,92.27,22.7,24.2,40,31.1,47.6,46.4,106.3,87.2,95.8,66,46.8,34,32.8,62.8,74.8,47.14,55.79,55.06,57.82,42.89,32.68,31.54,53.27,44.78,113.18,70.37,47.83,96.85,94.75,47.05,56.887308,58.82091,141.649359,129.145122,75.014126,59.249848,52.022311,17.654219,5.750263,-4.142175,-3.76679,14.232704,37.524671,65.682502,98.529441,21.46,17.76,20.78,13.18,9.71,8.83,39.45,63.49,84.53,54.48,37.43,22.21,28.25,41.64,27.29
"40",113.14,103.7,55.64,160.9,45.54,48.07,78.5,96.06,81.08,34.04,61.38,70.82,49.18,96.45,66.11,171.410317,171.949417,124.622382,83.259948,46.320395,19.022465,14.4968,3.682913,13.957491,49.453286,103.591023,111.09961,213.770156,154.336912,151.021811,42.34,65.68,31.68,175.86,120.08,89.88,112.65,112,33.66,14.33,9.5,14.06,6.04,29.79,27.84,54.96,112.54,53.66,135.93,52.21,40.65,107.82,93.78,72.68,28.77,60.02,64.94,62.87,58.98,61.34,92.912,72.582,89.679,103.12,113.89,45.576,35.066,6.5968,1.9702,22.836,55.473,57.152,113.27,63.022,88.67,34.4,146.3,140.4,228.2,215.5,173.2,312.3,292.3,151.3,59.4,45.3,37.6,33.3,61.4,56.5,95.52,107.26,98.76,64.76,39.77,28.96,89.19,90.17,91.95,35.09,92.64,36.65,74.94,132.98,77.9,62.771,85.887,92.27,111,84.422,36.52,23.676,3.3208,-3.3565,-1.2643,21.123,45.124,105.05,73.149,120.31,32.8,62.8,74.8,78.4,57.7,54.9,97.8,147.9,86.5,41.7,26.8,24.6,21.4,47.7,68.7,96.85,94.75,47.05,42.83,47.27,24.87,60.32,63.78,79.23,74.38,95.85,45.48,106.26,93.52,113.13,37.524671,65.682502,98.529441,126.4325,105.091015,47.651803,28.058317,13.933243,2.606051,-4.166712,-3.292923,8.890643,70.11357,61.06896,97.42045,28.25,41.64,27.29,19.46,13.92,17.68,27.08,79.21,80.14,44.84,35.59,21.52,23.97,34.79,46.09
"41",49.18,96.45,66.11,49.63,57.98,44.7,64.37,95.52,61.65,55.95,182.51,109.08,143.78,86.3,130.08,213.770156,154.336912,151.021811,83.915713,35.807787,19.334765,21.923236,3.531224,22.425888,42.365108,62.581019,103.655287,137.901846,167.704305,123.49617,6.04,29.79,27.84,45.5,47.35,78.25,103.06,111.83,38.21,25.43,60.58,32.19,67.44,37.98,147.07,62.87,58.98,61.34,69.84,64.85,50.72,87.79,97.93,78.46,42.57,154.15,116.66,86.86,70.69,116.13,113.27,63.022,88.67,110.83,96.967,53.351,54.221,11.581,4.3827,21.801,39.389,53.123,75.833,81.592,70.743,33.3,61.4,56.5,120.3,115.1,102.4,218.7,330.9,173.2,87.9,93.2,99.9,95,106.7,215.3,74.94,132.98,77.9,57.41,54.02,46.76,54.8,70.63,29.65,47.28,94.55,75.54,112.53,55.66,129.78,105.05,73.149,120.31,100.71,60.303,34.296,40.186,10.966,4.1656,0.57436,7.4356,25.387,48.246,61.606,82.145,21.4,47.7,68.7,81.3,60,45.7,78.9,114.2,74.3,35.6,41.2,34.7,47.4,49.4,94.1,106.26,93.52,113.13,42.45,42.56,39.06,22.53,49.98,58.22,46.67,106.23,89.08,126.51,54.03,64.6,70.11357,61.06896,97.42045,106.305068,83.913663,50.616176,48.896091,19.50686,2.906025,-3.848916,-3.246123,11.844901,32.759097,51.965088,89.397674,23.97,34.79,46.09,26.3,18.44,14.69,20.51,66.28,103.12,46.58,49.91,27.64,45.18,39.14,33.79
"42",143.78,86.3,130.08,80.27,112.69,47.26,90.24,88.63,50.56,121.09,65.37,47.47,98.64,63.37,89.31,137.901846,167.704305,123.49617,81.978899,33.921261,29.377702,13.555569,1.480017,10.635712,19.58019,65.428655,90.695999,212.027244,172.73372,120.022906,67.44,37.98,147.07,66.67,194.23,42.48,183.11,127.04,26.44,52.71,12.46,6.68,17.17,18.54,71.65,86.86,70.69,116.13,77.52,96.19,58.61,54.3,93.11,47.21,99.31,51.09,44.75,88.03,78.4,86.95,75.833,81.592,70.743,114.11,97.426,68.354,36.39,6.6557,0.40202,1.8551,31.381,47.539,98.619,85.227,82.868,95,106.7,215.3,185.1,253.8,106.9,174.6,476.8,188.4,123.9,51.2,36.7,41.8,89.7,121.6,112.53,55.66,129.78,57.81,69.66,30.22,28.97,101.98,78.35,122.7,70.14,84.3,101.21,69.12,60.61,48.246,61.606,82.145,107.88,73.145,50.333,33.903,4.0858,-2.1577,-6.2017,-0.56915,25.009,83.943,91.559,96.539,47.4,49.4,94.1,68.9,80.1,42.9,63.6,131.8,89.3,89.1,51,29.4,37.8,52.7,51.5,126.51,54.03,64.6,79.02,46.57,15.8,19.9,76.24,104.48,78.26,117.78,78.56,68.87,63.19,46.86,32.759097,51.965088,89.397674,106.671778,97.544204,77.077855,43.098199,11.809087,-0.184423,-4.1937,-3.919308,-0.010929,69.862258,74.645482,103.065014,45.18,39.14,33.79,26.41,18.9,12.66,19.56,72.47,96.21,65.42,49.3,34,26,32.66,26.26
"43",98.64,63.37,89.31,38.33,66.63,35.02,58.93,107.1,42.27,104.95,72.5,101.79,53.01,43.76,57.92,212.027244,172.73372,120.022906,89.344604,34.767343,15.217038,13.293725,0.788008,11.939108,23.561801,55.185222,104.858476,139.606348,158.540611,170.370073,17.17,18.54,71.65,47.19,34.15,91.33,112.28,135.53,31.95,35.3,17.04,26.34,6.78,6.98,24.28,88.03,78.4,86.95,58.7,86.68,47.6,62.22,90.68,75.9,73.79,54.36,88.7,68.42,25.66,96.31,98.619,85.227,82.868,107.69,114.72,56.758,25.8,4.5595,0.7713,-1.8987,12.236,64.023,66.682,69.355,87.819,41.8,89.7,121.6,162.6,75,108.1,217,385.6,177.4,88.7,59.6,53.3,44.2,47,115.9,101.21,69.12,60.61,40.32,71.75,51.97,36.55,60.76,52.61,84.91,103.37,102.74,72.43,48.05,87.02,83.943,91.559,96.539,98.765,85.187,31.692,14.779,10.529,1.6372,-1.9592,-1.3485,34.394,43.649,69.586,113.65,37.8,52.7,51.5,48.3,32.9,49.9,78.7,89.1,72.5,48.1,54.7,34.9,33.5,33.7,54.2,68.87,63.19,46.86,38.78,46.86,26.53,34.87,74.65,69.26,80.14,89.83,92.17,83.52,43.33,53.76,69.862258,74.645482,103.065014,92.040393,110.813801,31.484677,30.837736,10.031813,2.065758,-4.220632,-4.08224,15.211302,20.147413,64.243768,99.021305,26,32.66,26.26,21.8,14.63,16.34,21.89,66.42,80.25,54.27,37.87,28.37,27.79,20.22,20.17
"44",53.01,43.76,57.92,60.6,85.38,37.33,37.44,80.83,81.34,58.99,76.75,74.17,36.53,112.86,81.37,139.606348,158.540611,170.370073,73.996808,48.522365,31.980975,16.859402,7.027751,11.374321,24.296246,60.913546,110.446899,188.105149,182.863536,165.402057,6.78,6.98,24.28,75.24,108.47,45.88,97.98,110.73,49.81,18.87,13.78,7.93,4.52,57.53,85.2,68.42,25.66,96.31,51.74,93.14,45.42,34.98,49.2,57.34,28.39,87.54,63.43,52.26,168.98,120.45,66.682,69.355,87.819,78.748,96.543,79.937,30.388,22.156,2.5902,10.397,37.719,78.618,94.637,72.916,119.28,44.2,47,115.9,139.1,211.1,112.3,184.2,115.2,89,54,39.6,32,32.5,163,223,72.43,48.05,87.02,22.87,66.94,28.84,46.6,81.26,78.64,46.77,76.97,96.21,58.57,97.68,104.72,43.649,69.586,113.65,89.627,79.691,73.106,30.554,15.996,-3.0985,-2.2643,7.8709,31.565,89.099,81.264,129.73,33.5,33.7,54.2,51,59.5,32.6,78.6,77.6,91.5,54.2,34.7,32,26.7,39.5,81.9,83.52,43.33,53.76,20.17,37.28,44.02,31.99,36.14,75.75,32.55,103.89,87.58,109.11,130.91,66.34,20.147413,64.243768,99.021305,98.072481,109.819502,86.21175,44.855086,23.874276,3.503706,-4.161521,-3.46307,5.091844,68.032674,59.679135,124.160374,27.79,20.22,20.17,18.82,13.74,10.09,37.09,48.77,69.12,37.66,34.12,23.35,23.76,65.69,40.68
"45",36.53,112.86,81.37,43.54,68.8,38.61,54.32,96.55,104,128.86,90.39,44.61,144.15,66.85,92.71,188.105149,182.863536,165.402057,84.473976,33.640015,16.492663,18.243669,3.957789,-2.988527,4.881864,63.52727,89.158518,146.820902,160.506999,148.34386,4.52,57.53,85.2,27.41,109.09,64.84,108.53,117.12,124.05,59.65,17.34,9.23,58.46,37.01,69.77,52.26,168.98,120.45,42.95,91.63,62.14,41.36,115.13,104.32,106.78,90.37,49.39,147.16,85.04,86.83,94.637,72.916,119.28,142.01,84.381,50.679,51.708,11.129,1.134,-2.1904,26.256,50.884,77.504,78.091,98.299,32.5,163,223,116.5,205.1,225.9,212.8,295.7,309.2,125.5,77.2,43.9,75,113.5,211.1,58.57,97.68,104.72,54.2,65.56,48.95,35.39,90.42,74.79,121.83,90.14,46.96,112.23,82.76,54.15,89.099,81.264,129.73,124.45,54.918,30.455,46.292,0.076311,-2.4102,-4.5574,4.4781,16.283,50.401,65.758,108.43,26.7,39.5,81.9,47.5,57.5,58,63.3,126.4,147,88.5,46.7,35.5,38.7,46.1,63.3,109.11,130.91,66.34,61.13,87.85,56.59,35,71.48,55.02,98.64,128.18,89.28,86.46,97.09,59.27,68.032674,59.679135,124.160374,124.092779,101.380185,42.222822,36.024783,12.248405,-0.758573,-4.289201,-4.318197,-5.678917,32.255593,52.174307,105.508313,23.76,65.69,40.68,19.54,15.75,14.83,18.11,70.13,157.46,85.51,54.02,37.82,25.74,37.51,48.23
"46",144.15,66.85,92.71,94.02,70.92,108.14,86.91,36.07,140.35,104.24,73.58,91.55,80.69,63.52,65.7,146.820902,160.506999,148.34386,65.683267,43.321351,7.028132,17.671906,7.596549,14.182465,13.386576,73.712187,108.807269,139.305173,170.054387,133.995997,58.46,37.01,69.77,140.45,60.37,151.15,187.99,66.72,117.68,89.54,23.13,25.39,25.14,12.62,31.17,147.16,85.04,86.83,92.78,83.99,79.75,92.36,37.27,60.98,76.34,42.03,82.83,109.11,49.41,85.17,77.504,78.091,98.299,81.485,118.77,36.374,45.956,14.643,2.2577,-1.0975,31.167,55.61,72.695,84.867,85.656,75,113.5,211.1,262,171.7,179.7,287.9,278,190.2,88.1,52.7,42.9,40.9,74.7,124.6,112.23,82.76,54.15,83.61,98,82.95,56.95,28.4,85.24,65.66,71.04,96.52,73.32,51.74,44.29,50.401,65.758,108.43,80.904,78.671,26.704,32.997,10.028,3.9335,-3.4205,2.0732,42.665,59.599,88.018,103.04,38.7,46.1,63.3,65.8,61.9,68.9,90.7,134.3,121.3,62.9,42.5,30.2,31.1,26.8,32,86.46,97.09,59.27,64.84,86.71,22.81,60.38,43.43,53.19,67.82,69.96,49.03,66.58,64.91,53.69,32.255593,52.174307,105.508313,105.087324,97.064865,51.866337,32.226791,6.12788,5.30531,-3.891851,-3.583082,19.252244,33.320355,72.822672,93.620018,25.74,37.51,48.23,25.85,18.84,14.09,15.86,100.29,117.03,56,46.76,23.96,20.93,22.95,25.19
"47",80.69,63.52,65.7,55.16,116.29,69.88,99.21,100.33,44.03,78.94,76.54,99.99,40.4,51.17,32.9,139.305173,170.054387,133.995997,68.878002,22.816415,13.344929,20.842399,8.644112,21.014419,49.099944,107.540247,120.891458,164.712073,195.176501,157.033402,25.14,12.62,31.17,68.69,148.75,105.34,141.11,128.76,38.91,20.76,20.81,40.6,5.41,7.02,7.24,109.11,49.41,85.17,49.95,134.92,53.69,97.43,45.24,55.67,113.67,78.85,73.04,54.46,41,42.3,72.695,84.867,85.656,90.28,72.776,29.511,39.06,7.4323,3.2515,19.647,52.932,57.561,78.512,84.946,83.709,40.9,74.7,124.6,135.9,302.3,191.3,327.5,222.3,110.7,75.5,76.4,47.9,36,39.3,40.9,73.32,51.74,44.29,30.39,84.33,29.37,119.49,50.2,58.08,73.82,33.54,73.8,64.32,63.89,67.29,59.599,88.018,103.04,81.11,67.099,33.802,25.195,9.4914,1.4322,2.9701,33.703,48.637,86.308,97.002,111.34,31.1,26.8,32,32.9,50.8,46,89.7,126.9,57,36,22.6,22.8,18.9,24.9,33.7,66.58,64.91,53.69,24.14,37.43,21.28,59.82,19.1,46.48,76.14,33.29,54.77,62.52,70.21,74.44,33.320355,72.822672,93.620018,101.505946,97.992938,39.063496,54.982009,23.420068,2.89852,-3.834362,-1.010021,36.777959,84.742137,96.764288,101.485539,20.93,22.95,25.19,13.99,10.97,14.34,34.01,64.87,44.03,43,15.69,14.55,12.71,33.42,34.54
"48",40.4,51.17,32.9,40.39,97.39,34.81,39.1,89.15,60.59,63.41,70.4,56.37,65.75,60.67,53.87,164.712073,195.176501,157.033402,112.636564,41.266902,24.451506,22.750836,8.01755,32.026067,45.962598,82.896029,157.503309,174.767733,196.616004,130.57922,5.41,7.02,7.24,18.58,116.69,69.93,94.77,118.24,30.02,16.88,9.04,6.29,6.45,29.17,27.86,54.46,41,42.3,42.49,135.77,31.76,75.72,37.3,50.15,62.82,70.96,54.58,101.35,77.3,89.05,78.512,84.946,83.709,103.21,120.06,47.5,49.445,11.225,8.8403,23.529,51.871,85.036,77.95,91.113,80.225,36,39.3,40.9,65,134.6,179.2,214.6,197,81.6,49.4,51.2,31.5,47.3,89.2,101.6,64.32,63.89,67.29,46.67,91.55,38.7,20.56,60.38,72.85,91.8,97.11,49.81,70.57,44.29,36.9,86.308,97.002,111.34,132.91,95.814,49.53,49.831,13.281,3.4109,0.48074,9.9623,71.862,80.17,106.18,94.816,18.9,24.9,33.7,37.2,48.1,57.8,55.8,95.7,59.3,42.7,40.3,23.5,21.1,30.4,35.1,62.52,70.21,74.44,52.54,61.05,54.18,20.85,38.18,116.74,70.47,136.96,80.28,95.24,78.58,32.91,84.742137,96.764288,101.485539,131.562765,124.955755,58.312371,62.292409,14.702933,4.248073,-3.791676,-4.23557,28.959509,67.40138,97.518894,99.151996,12.71,33.42,34.54,28.86,16.89,17.75,23.54,96.65,80.43,51.86,52.67,30.13,24.12,34.4,26.87
"49",65.75,60.67,53.87,47.36,35.74,42.25,44.61,81.52,113.32,156.8,89.77,92.8,83.04,59.65,64.86,174.767733,196.616004,130.57922,109.34664,45.373051,18.176973,16.35236,8.064863,21.557685,32.066959,80.218862,106.853924,193.481536,129.056006,167.667141,6.45,29.17,27.86,48.95,35.3,77.41,66.05,107.9,81.8,73.88,26.3,24.65,27.98,23.7,19.14,101.35,77.3,89.05,47.51,58.23,56.88,44,104.13,118.94,146.86,77.58,77.19,77.7,35.94,72.5,77.95,91.113,80.225,114.77,116.36,52.881,35.142,14.09,5.6702,11.199,40.418,56.363,90.907,65.458,89.455,47.3,89.2,101.6,131.7,136.4,120.5,218.4,275.8,252.3,155.7,85.4,63.5,47.1,52.6,70.3,70.57,44.29,36.9,63.26,45.47,44.53,38.76,56.59,119.01,100.37,75.9,70.14,106.37,31.57,81.21,80.17,106.18,94.816,125.71,104.12,44.216,36.669,12.916,1.2626,-2.1377,18.698,39.496,90.136,68.678,121.27,21.1,30.4,35.1,44.3,39.8,43.4,78.2,72.1,82.6,56.5,36.5,28.6,30,23,31.7,95.24,78.58,32.91,37.45,46.93,21.73,52.84,29.08,60.4,117.12,39.08,59.53,48.27,42.94,55.34,67.40138,97.518894,99.151996,119.260283,109.79438,68.770628,42.0217,27.764433,2.634201,-4.235454,-2.587343,20.404527,71.887355,56.541962,98.049586,24.12,34.4,26.87,21.52,15.11,16.35,57.23,54.15,65.86,57.29,32.78,22.11,17.31,16.96,22.76
"50",83.04,59.65,64.86,65.21,37.33,71.47,43.48,73.24,89.02,54.4,40.28,62.72,81,132.23,55.83,193.481536,129.056006,167.667141,98.539754,24.780127,16.776283,16.504268,3.251006,16.077023,28.08413,96.190224,117.199066,175.559741,189.188522,92.207059,27.98,23.7,19.14,35.63,23.26,139.03,79.6,87.21,54.63,22.33,7.33,7.97,15.44,84.63,16.65,77.7,35.94,72.5,85.47,47.57,72.99,73.45,24.71,75.87,53.55,35.58,60.78,78.16,86.99,67.54,90.907,65.458,89.455,143.56,68.98,53.089,41.88,6.8784,3.4221,8.0121,56.461,55.24,88.247,85.211,53.207,47.1,52.6,70.3,125.2,64.6,135.7,173.9,319,121.8,71.2,44.6,32.3,47.2,85.4,76.6,106.37,31.57,81.21,78.75,42.57,73.55,27.4,59.87,111.28,73.76,30.98,87.16,134.8,133.3,62.55,90.136,68.678,121.27,136.54,54.087,42.736,37.618,7.9649,1.6391,0.93086,20.316,43.537,72.429,76.001,74.013,30,23,31.7,35.5,29.4,53.7,59.4,139.3,91.3,60.8,29.4,25.7,38,83.3,70.4,48.27,42.94,55.34,42.72,42.7,55.06,25.57,154.26,82.36,66.73,60.99,80.21,55.25,96.2,79.43,71.887355,56.541962,98.049586,147.907828,89.080987,74.034707,41.812857,3.917525,2.308926,-4.034535,-3.316735,10.637358,69.133414,80.200968,69.116048,17.31,16.96,22.76,11.83,9.18,7.77,8.81,150.73,117.46,53.78,27.39,23.36,15.28,26.7,32.61
"51",81,132.23,55.83,61.82,59.65,71.53,76.66,102.32,107.49,53.05,58.26,35.24,82.03,42.42,69.57,175.559741,189.188522,92.207059,107.686175,32.028609,38.022445,25.36333,9.578849,29.431597,26.281391,93.374626,128.763298,146.207681,224.06839,153.34784,15.44,84.63,16.65,86.86,60.63,110.39,111.13,144.6,99.86,25.12,9.95,6.7,13.9,9.59,27.72,78.16,86.99,67.54,71.22,53.88,54.97,78.27,101.7,119.71,87.64,60.95,30.48,65.82,67.32,71.94,88.247,85.211,53.207,100.24,98.348,91.733,64.226,14.727,14.204,7.5147,41.057,73.154,70.03,106.34,90.291,47.2,85.4,76.6,131.2,134.9,163,218.8,302.7,274.4,169.3,69.3,36.7,39.7,68.9,96.6,134.8,133.3,62.55,53.57,27.25,60.54,71.39,84.32,94.13,88.03,62.02,76.54,52.14,71.21,41.86,72.429,76.001,74.013,116.23,90.226,59.328,53.465,11.872,5.3421,-3.4698,11.654,50.125,72.001,137.13,116.14,38,83.3,70.4,73.4,54.8,56.8,85.6,136.3,112,72.2,39.4,30.4,22.8,32.7,31.1,55.25,96.2,79.43,49.39,25.11,48.23,70.93,71.92,53.13,80.38,70.32,78.39,105.45,103.11,40.6,69.133414,80.200968,69.116048,96.746318,112.3611,86.576772,90.136101,13.305502,4.670747,-4.368142,-4.344144,14.492946,33.892081,92.401861,97.853249,15.28,26.7,32.61,41.65,22.11,19.66,16.91,96.03,86.05,54.42,35.77,26.34,22.76,51.37,25.4
